Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,age_0-4,age_5-9,age_10-14,age_15-19,age_20-24,age_25-29,age_30-34,age_35-39,age_40-44,age_45-49,age_50-54,age_55-59,age_60-64,age_65-69,age_70-74,age_75-79,age_80-84,age_85-89,age_90-94,age_95-99,age_100+,total_pop,smokers_perc,density,urbanpop,hospibed,lung,femalelung,malelung,quarantine,country,schools
27019,Alabama,US_Alabama,2020-01-22,0.0,0.0,0.05920418172000744,0.06052614950175218,0.06381842121641564,0.06419711443830749,0.06711066899685848,0.07182845092336082,0.06950360040535832,0.06525352605893764,0.061370076103671144,0.06067903232761368,0.062274334892168104,0.06512799406366704,0.06248765461682273,0.053855287305830585,0.04345903973926394,0.029475438444031284,0.019579182729358408,0.011849844586279896,0.006205398449021216,0.0018990577417469887,0.0002955457395266834,334249.4470000001,21.028197881511602,94.0,66.0,2.6,21.295,16.485,26.865000000000002,0,,0
27020,Alabama,US_Alabama,2020-01-23,0.0,0.0,0.05920418172000744,0.06052614950175218,0.06381842121641564,0.06419711443830749,0.06711066899685848,0.07182845092336082,0.06950360040535832,0.06525352605893764,0.061370076103671144,0.06067903232761368,0.062274334892168104,0.06512799406366704,0.06248765461682273,0.053855287305830585,0.04345903973926394,0.029475438444031284,0.019579182729358408,0.011849844586279896,0.006205398449021216,0.0018990577417469887,0.0002955457395266834,334249.4470000001,21.028197881511602,94.0,66.0,2.6,21.295,16.485,26.865000000000002,0,,0
27021,Alabama,US_Alabama,2020-01-24,0.0,0.0,0.05920418172000744,0.06052614950175218,0.06381842121641564,0.06419711443830749,0.06711066899685848,0.07182845092336082,0.06950360040535832,0.06525352605893764,0.061370076103671144,0.06067903232761368,0.062274334892168104,0.06512799406366704,0.06248765461682273,0.053855287305830585,0.04345903973926394,0.029475438444031284,0.019579182729358408,0.011849844586279896,0.006205398449021216,0.0018990577417469887,0.0002955457395266834,334249.4470000001,21.028197881511602,94.0,66.0,2.6,21.295,16.485,26.865000000000002,0,,0
27022,Alabama,US_Alabama,2020-01-25,0.0,0.0,0.05920418172000744,0.06052614950175218,0.06381842121641564,0.06419711443830749,0.06711066899685848,0.07182845092336082,0.06950360040535832,0.06525352605893764,0.061370076103671144,0.06067903232761368,0.062274334892168104,0.06512799406366704,0.06248765461682273,0.053855287305830585,0.04345903973926394,0.029475438444031284,0.019579182729358408,0.011849844586279896,0.006205398449021216,0.0018990577417469887,0.0002955457395266834,334249.4470000001,21.028197881511602,94.0,66.0,2.6,21.295,16.485,26.865000000000002,0,,0
27023,Alabama,US_Alabama,2020-01-26,0.0,0.0,0.05920418172000744,0.06052614950175218,0.06381842121641564,0.06419711443830749,0.06711066899685848,0.07182845092336082,0.06950360040535832,0.06525352605893764,0.061370076103671144,0.06067903232761368,0.062274334892168104,0.06512799406366704,0.06248765461682273,0.053855287305830585,0.04345903973926394,0.029475438444031284,0.019579182729358408,0.011849844586279896,0.006205398449021216,0.0018990577417469887,0.0002955457395266834,334249.4470000001,21.028197881511602,94.0,66.0,2.6,21.295,16.485,26.865000000000002,0,,0
27024,Alabama,US_Alabama,2020-01-27,0.0,0.0,0.05920418172000744,0.06052614950175218,0.06381842121641564,0.06419711443830749,0.06711066899685848,0.07182845092336082,0.06950360040535832,0.06525352605893764,0.061370076103671144,0.06067903232761368,0.062274334892168104,0.06512799406366704,0.06248765461682273,0.053855287305830585,0.04345903973926394,0.029475438444031284,0.019579182729358408,0.011849844586279896,0.006205398449021216,0.0018990577417469887,0.0002955457395266834,334249.4470000001,21.028197881511602,94.0,66.0,2.6,21.295,16.485,26.865000000000002,0,,0
27025,Alabama,US_Alabama,2020-01-28,0.0,0.0,0.05920418172000744,0.06052614950175218,0.06381842121641564,0.06419711443830749,0.06711066899685848,0.07182845092336082,0.06950360040535832,0.06525352605893764,0.061370076103671144,0.06067903232761368,0.062274334892168104,0.06512799406366704,0.06248765461682273,0.053855287305830585,0.04345903973926394,0.029475438444031284,0.019579182729358408,0.011849844586279896,0.006205398449021216,0.0018990577417469887,0.0002955457395266834,334249.4470000001,21.028197881511602,94.0,66.0,2.6,21.295,16.485,26.865000000000002,0,,0
27026,Alabama,US_Alabama,2020-01-29,0.0,0.0,0.05920418172000744,0.06052614950175218,0.06381842121641564,0.06419711443830749,0.06711066899685848,0.07182845092336082,0.06950360040535832,0.06525352605893764,0.061370076103671144,0.06067903232761368,0.062274334892168104,0.06512799406366704,0.06248765461682273,0.053855287305830585,0.04345903973926394,0.029475438444031284,0.019579182729358408,0.011849844586279896,0.006205398449021216,0.0018990577417469887,0.0002955457395266834,334249.4470000001,21.028197881511602,94.0,66.0,2.6,21.295,16.485,26.865000000000002,0,,0
27027,Alabama,US_Alabama,2020-01-30,0.0,0.0,0.05920418172000744,0.06052614950175218,0.06381842121641564,0.06419711443830749,0.06711066899685848,0.07182845092336082,0.06950360040535832,0.06525352605893764,0.061370076103671144,0.06067903232761368,0.062274334892168104,0.06512799406366704,0.06248765461682273,0.053855287305830585,0.04345903973926394,0.029475438444031284,0.019579182729358408,0.011849844586279896,0.006205398449021216,0.0018990577417469887,0.0002955457395266834,334249.4470000001,21.028197881511602,94.0,66.0,2.6,21.295,16.485,26.865000000000002,0,,0
27028,Alabama,US_Alabama,2020-01-31,0.0,0.0,0.05920418172000744,0.06052614950175218,0.06381842121641564,0.06419711443830749,0.06711066899685848,0.07182845092336082,0.06950360040535832,0.06525352605893764,0.061370076103671144,0.06067903232761368,0.062274334892168104,0.06512799406366704,0.06248765461682273,0.053855287305830585,0.04345903973926394,0.029475438444031284,0.019579182729358408,0.011849844586279896,0.006205398449021216,0.0018990577417469887,0.0002955457395266834,334249.4470000001,21.028197881511602,94.0,66.0,2.6,21.295,16.485,26.865000000000002,0,,0
27029,Alabama,US_Alabama,2020-02-01,0.0,0.0,0.05920418172000744,0.06052614950175218,0.06381842121641564,0.06419711443830749,0.06711066899685848,0.07182845092336082,0.06950360040535832,0.06525352605893764,0.061370076103671144,0.06067903232761368,0.062274334892168104,0.06512799406366704,0.06248765461682273,0.053855287305830585,0.04345903973926394,0.029475438444031284,0.019579182729358408,0.011849844586279896,0.006205398449021216,0.0018990577417469887,0.0002955457395266834,334249.4470000001,21.028197881511602,94.0,66.0,2.6,21.295,16.485,26.865000000000002,0,,0
